Type Algo,Taille,Distribution,Desordre,Taux,Shannon,Comparaisons,Accès mémoire,Temps d’execution
Bubble,1000,-n,taux,0.05,Non important,499500,1028008,0.06365036964416504
========================,========================,========================,========================,========================,========================,========================
Quick,1000,-n,taux,0.05,Non important,499500,2000997,0.10570669174194336
========================,========================,========================,========================,========================,========================,========================
Insertion,1000,-n,taux,0.05,Non important,999,1998,0.0003571510314941406
========================,========================,========================,========================,========================,========================,========================
Heap,1000,-n,taux,0.05,Non important,12807,44970,0.004602193832397461
========================,========================,========================,========================,========================,========================,========================
Bucket,1000,-n,taux,0.05,Non important,519,3000,0.0007822513580322266
========================,========================,========================,========================,========================,========================,========================
Bubble,1000,-n,taux,0.1,Non important,499500,1066622,0.06715106964111328
========================,========================,========================,========================,========================,========================,========================
Quick,1000,-n,taux,0.1,Non important,499500,2000997,0.10166096687316895
========================,========================,========================,========================,========================,========================,========================
Insertion,1000,-n,taux,0.1,Non important,999,1998,0.000244140625
========================,========================,========================,========================,========================,========================,========================
Heap,1000,-n,taux,0.1,Non important,12838,45048,0.004780292510986328
========================,========================,========================,========================,========================,========================,========================
Bucket,1000,-n,taux,0.1,Non important,529,3000,0.0007801055908203125
========================,========================,========================,========================,========================,========================,========================
Bubble,1000,-n,taux,0.15,Non important,499500,1110254,0.06786060333251953
========================,========================,========================,========================,========================,========================,========================
Quick,1000,-n,taux,0.15,Non important,499500,2000997,0.10273575782775879
========================,========================,========================,========================,========================,========================,========================
Insertion,1000,-n,taux,0.15,Non important,999,1998,0.0003688335418701172
========================,========================,========================,========================,========================,========================,========================
Heap,1000,-n,taux,0.15,Non important,12749,44774,0.0048487186431884766
========================,========================,========================,========================,========================,========================,========================
Bucket,1000,-n,taux,0.15,Non important,512,3000,0.0007369518280029297
========================,========================,========================,========================,========================,========================,========================
Bubble,1000,-n,taux,0.2,Non important,499500,1137034,0.07120203971862793
========================,========================,========================,========================,========================,========================,========================
Quick,1000,-n,taux,0.2,Non important,499500,2000997,0.10292863845825195
========================,========================,========================,========================,========================,========================,========================
Insertion,1000,-n,taux,0.2,Non important,999,1998,0.0003650188446044922
========================,========================,========================,========================,========================,========================,========================
Heap,1000,-n,taux,0.2,Non important,12837,45024,0.0045986175537109375
========================,========================,========================,========================,========================,========================,========================
Bucket,1000,-n,taux,0.2,Non important,524,3000,0.0007829666137695312
========================,========================,========================,========================,========================,========================,========================
Bubble,1000,-n,taux,0.25,Non important,499500,1165488,0.07308411598205566
========================,========================,========================,========================,========================,========================,========================
Quick,1000,-n,taux,0.25,Non important,499500,2000997,0.10136055946350098
========================,========================,========================,========================,========================,========================,========================
Insertion,1000,-n,taux,0.25,Non important,999,1998,0.00036787986755371094
========================,========================,========================,========================,========================,========================,========================
Heap,1000,-n,taux,0.25,Non important,12822,44982,0.0049321651458740234
========================,========================,========================,========================,========================,========================,========================
Bucket,1000,-n,taux,0.25,Non important,537,3000,0.0007493495941162109
========================,========================,========================,========================,========================,========================,========================
Bubble,1000,-n,taux,0.3,Non important,499500,1174184,0.07235407829284668
========================,========================,========================,========================,========================,========================,========================
Quick,1000,-n,taux,0.3,Non important,499500,2000997,0.10212516784667969
========================,========================,========================,========================,========================,========================,========================
Insertion,1000,-n,taux,0.3,Non important,999,1998,0.0003199577331542969
========================,========================,========================,========================,========================,========================,========================
Heap,1000,-n,taux,0.3,Non important,12802,44934,0.0049173831939697266
========================,========================,========================,========================,========================,========================,========================
Bucket,1000,-n,taux,0.3,Non important,489,3000,0.0007655620574951172
========================,========================,========================,========================,========================,========================,========================
Bubble,1000,-n,taux,0.35,Non important,499500,1206036,0.07694244384765625
========================,========================,========================,========================,========================,========================,========================
Quick,1000,-n,taux,0.35,Non important,499500,2000997,0.10087299346923828
========================,========================,========================,========================,========================,========================,========================
Insertion,1000,-n,taux,0.35,Non important,999,1998,0.0003705024719238281
========================,========================,========================,========================,========================,========================,========================
Heap,1000,-n,taux,0.35,Non important,12793,44910,0.004802703857421875
========================,========================,========================,========================,========================,========================,========================
Bucket,1000,-n,taux,0.35,Non important,497,3000,0.0007426738739013672
========================,========================,========================,========================,========================,========================,========================
Bubble,1000,-n,taux,0.4,Non important,499500,1239250,0.07672452926635742
========================,========================,========================,========================,========================,========================,========================
Quick,1000,-n,taux,0.4,Non important,499500,2000997,0.10048294067382812
========================,========================,========================,========================,========================,========================,========================
Insertion,1000,-n,taux,0.4,Non important,999,1998,0.00024771690368652344
========================,========================,========================,========================,========================,========================,========================
Heap,1000,-n,taux,0.4,Non important,12793,44908,0.0047702789306640625
========================,========================,========================,========================,========================,========================,========================
Bucket,1000,-n,taux,0.4,Non important,503,3000,0.0006794929504394531
========================,========================,========================,========================,========================,========================,========================
Bubble,1000,-n,taux,0.45,Non important,499500,1259094,0.07749581336975098
========================,========================,========================,========================,========================,========================,========================
Quick,1000,-n,taux,0.45,Non important,499500,2000997,0.10133934020996094
========================,========================,========================,========================,========================,========================,========================
Insertion,1000,-n,taux,0.45,Non important,999,1998,0.0003752708435058594
========================,========================,========================,========================,========================,========================,========================
Heap,1000,-n,taux,0.45,Non important,12817,44966,0.004950523376464844
