Type Algo,Taille,Distribution,Desordre,Taux,Shannon,Comparaisons,Accès mémoire,Temps d’execution
========================,========================,========================,========================,========================,========================,========================
Bucket,1000,-n,taux,0.45,Non important,491,3000,0.0007970333099365234
========================,========================,========================,========================,========================,========================,========================
Bubble,1000,-n,taux,0.5,Non important,499500,1305838,0.07979345321655273
========================,========================,========================,========================,========================,========================,========================
Quick,1000,-n,taux,0.5,Non important,499500,2000997,0.10268473625183105
========================,========================,========================,========================,========================,========================,========================
Insertion,1000,-n,taux,0.5,Non important,999,1998,0.00036787986755371094
========================,========================,========================,========================,========================,========================,========================
Heap,1000,-n,taux,0.5,Non important,12804,44926,0.004808187484741211
========================,========================,========================,========================,========================,========================,========================
Bucket,1000,-n,taux,0.5,Non important,466,3000,0.0007343292236328125
========================,========================,========================,========================,========================,========================,========================
Bubble,1000,-n,taux,0.55,Non important,499500,1310698,0.08186602592468262
========================,========================,========================,========================,========================,========================,========================
Quick,1000,-n,taux,0.55,Non important,499500,2000997,0.10143041610717773
========================,========================,========================,========================,========================,========================,========================
Insertion,1000,-n,taux,0.55,Non important,999,1998,0.0003666877746582031
========================,========================,========================,========================,========================,========================,========================
Heap,1000,-n,taux,0.55,Non important,12793,44910,0.00491642951965332
========================,========================,========================,========================,========================,========================,========================
Bucket,1000,-n,taux,0.55,Non important,495,3000,0.0007507801055908203
========================,========================,========================,========================,========================,========================,========================
Bubble,1000,-n,taux,0.6,Non important,499500,1347046,0.08498764038085938
========================,========================,========================,========================,========================,========================,========================
Quick,1000,-n,taux,0.6,Non important,499500,2000997,0.10303568840026855
========================,========================,========================,========================,========================,========================,========================
Insertion,1000,-n,taux,0.6,Non important,999,1998,0.00024008750915527344
========================,========================,========================,========================,========================,========================,========================
Heap,1000,-n,taux,0.6,Non important,12821,44974,0.004784822463989258
========================,========================,========================,========================,========================,========================,========================
Bucket,1000,-n,taux,0.6,Non important,515,3000,0.0006897449493408203
========================,========================,========================,========================,========================,========================,========================
Bubble,1000,-n,taux,0.65,Non important,499500,1359434,0.08433175086975098
========================,========================,========================,========================,========================,========================,========================
Quick,1000,-n,taux,0.65,Non important,499500,2000997,0.10161733627319336
========================,========================,========================,========================,========================,========================,========================
Insertion,1000,-n,taux,0.65,Non important,999,1998,0.0003681182861328125
========================,========================,========================,========================,========================,========================,========================
Heap,1000,-n,taux,0.65,Non important,12767,44814,0.004877805709838867
========================,========================,========================,========================,========================,========================,========================
Bucket,1000,-n,taux,0.65,Non important,496,3000,0.0007307529449462891
========================,========================,========================,========================,========================,========================,========================
Bubble,1000,-n,taux,0.7,Non important,499500,1389600,0.08678150177001953
========================,========================,========================,========================,========================,========================,========================
Quick,1000,-n,taux,0.7,Non important,499500,2000997,0.10095787048339844
========================,========================,========================,========================,========================,========================,========================
Insertion,1000,-n,taux,0.7,Non important,999,1998,0.0003693103790283203
========================,========================,========================,========================,========================,========================,========================
Heap,1000,-n,taux,0.7,Non important,12868,45118,0.005004405975341797
========================,========================,========================,========================,========================,========================,========================
Bucket,1000,-n,taux,0.7,Non important,462,3000,0.0006818771362304688
========================,========================,========================,========================,========================,========================,========================
Bubble,1000,-n,taux,0.75,Non important,499500,1397152,0.08561015129089355
========================,========================,========================,========================,========================,========================,========================
Quick,1000,-n,taux,0.75,Non important,499500,2000997,0.10041165351867676
========================,========================,========================,========================,========================,========================,========================
Insertion,1000,-n,taux,0.75,Non important,999,1998,0.000339508056640625
========================,========================,========================,========================,========================,========================,========================
Heap,1000,-n,taux,0.75,Non important,12834,44998,0.004531145095825195
========================,========================,========================,========================,========================,========================,========================
Bucket,1000,-n,taux,0.75,Non important,498,3000,0.0007538795471191406
========================,========================,========================,========================,========================,========================,========================
Bubble,1000,-n,taux,0.8,Non important,499500,1426504,0.08931493759155273
========================,========================,========================,========================,========================,========================,========================
Quick,1000,-n,taux,0.8,Non important,499500,2000997,0.10109424591064453
========================,========================,========================,========================,========================,========================,========================
Insertion,1000,-n,taux,0.8,Non important,999,1998,0.00035691261291503906
========================,========================,========================,========================,========================,========================,========================
Heap,1000,-n,taux,0.8,Non important,12790,44884,0.00450587272644043
========================,========================,========================,========================,========================,========================,========================
Bucket,1000,-n,taux,0.8,Non important,458,3000,0.0007817745208740234
========================,========================,========================,========================,========================,========================,========================
Bubble,1000,-n,taux,0.85,Non important,499500,1412562,0.08731341361999512
========================,========================,========================,========================,========================,========================,========================
Quick,1000,-n,taux,0.85,Non important,499500,2000997,0.10163426399230957
========================,========================,========================,========================,========================,========================,========================
Insertion,1000,-n,taux,0.85,Non important,999,1998,0.0002448558807373047
========================,========================,========================,========================,========================,========================,========================
Heap,1000,-n,taux,0.85,Non important,12796,44918,0.004774332046508789
========================,========================,========================,========================,========================,========================,========================
Bucket,1000,-n,taux,0.85,Non important,547,3000,0.0007023811340332031
========================,========================,========================,========================,========================,========================,========================
Bubble,1000,-n,taux,0.9,Non important,499500,1450178,0.09254646301269531
========================,========================,========================,========================,========================,========================,========================
Quick,1000,-n,taux,0.9,Non important,499500,2000997,0.10308098793029785
========================,========================,========================,========================,========================,========================,========================
Insertion,1000,-n,taux,0.9,Non important,999,1998,0.0002422332763671875
========================,========================,========================,========================,========================,========================,========================
Heap,1000,-n,taux,0.9,Non important,12823,45004,0.0049932003021240234
========================,========================,========================,========================,========================,========================,========================
Bucket,1000,-n,taux,0.9,Non important,541,3000,0.0006911754608154297
========================,========================,========================,========================,========================,========================,========================
Bubble,1000,-n,taux,0.95,Non important,499500,1488878,0.09133577346801758
========================,========================,========================,========================,========================,========================,========================
Quick,1000,-n,taux,0.95,Non important,499500,2000997,0.10223889350891113
========================,========================,========================,========================,========================,========================,========================
Insertion,1000,-n,taux,0.95,Non important,999,1998,0.0002486705780029297
========================,========================,========================,========================,========================,========================,========================
Heap,1000,-n,taux,0.95,Non important,12826,45020,0.004578828811645508
========================,========================,========================,========================,========================,========================,========================
Bucket,1000,-n,taux,0.95,Non important,493,3000,0.0007696151733398438
========================,========================,========================,========================,========================,========================,========================
Bubble,1000,-n,taux,1.0,Non important,499500,1500798,0.09276914596557617
========================,========================,========================,========================,========================,========================,========================
Quick,1000,-n,taux,1.0,Non important,499500,2000997,0.10441112518310547
========================,========================,========================,========================,========================,========================,========================
Insertion,1000,-n,taux,1.0,Non important,999,1998,0.0003142356872558594
========================,========================,========================,========================,========================,========================,========================
Heap,1000,-n,taux,1.0,Non important,12831,45002,0.0050280094146728516
========================,========================,========================,========================,========================,========================,========================
Bucket,1000,-n,taux,1.0,Non important,502,3000,0.0006780624389648438
========================,========================,========================,========================,========================,========================,========================
Bubble,1000,shannon,4,Non important,0.1,499500,1006856,0.06475090980529785
========================,========================,========================,========================,========================,========================,========================
Quick,1000,shannon,4,Non important,0.1,499500,2000997,0.10700654983520508
========================,========================,========================,========================,========================,========================,========================
Insertion,1000,shannon,4,Non important,0.1,999,1998,0.0003108978271484375
========================,========================,========================,========================,========================,========================,========================
Heap,1000,shannon,4,Non important,0.1,224,2886,0.0007989406585693359
========================,========================,========================,========================,========================,========================,========================
Bucket,1000,shannon,4,Non important,0.1,491552,3000,0.0007679462432861328
========================,========================,========================,========================,========================,========================,========================
Bubble,1000,shannon,4,Non important,0.3,499500,1050842,0.06656765937805176
========================,========================,========================,========================,========================,========================,========================
Quick,1000,shannon,4,Non important,0.3,499500,2000997,0.10652041435241699
========================,========================,========================,========================,========================,========================,========================
Insertion,1000,shannon,4,Non important,0.3,999,1998,0.00036454200744628906
========================,========================,========================,========================,========================,========================,========================
Heap,1000,shannon,4,Non important,0.3,1388,7396,0.0012431144714355469
========================,========================,========================,========================,========================,========================,========================
Bucket,1000,shannon,4,Non important,0.3,450867,3000,0.0008447170257568359
========================,========================,========================,========================,========================,========================,========================
Bubble,1000,shannon,4,Non important,0.5,499500,1076648,0.06780123710632324
========================,========================,========================,========================,========================,========================,========================
Quick,1000,shannon,4,Non important,0.5,499500,2000997,0.10557675361633301
========================,========================,========================,========================,========================,========================,========================
Insertion,1000,shannon,4,Non important,0.5,999,1998,0.0002410411834716797
========================,========================,========================,========================,========================,========================,========================
Heap,1000,shannon,4,Non important,0.5,2331,10768,0.0016922950744628906
========================,========================,========================,========================,========================,========================,========================
Bucket,1000,shannon,4,Non important,0.5,421041,3000,0.0008368492126464844
========================,========================,========================,========================,========================,========================,========================
Bubble,1000,shannon,4,Non important,0.7,499500,1115754,0.07091522216796875
========================,========================,========================,========================,========================,========================,========================
Quick,1000,shannon,4,Non important,0.7,499500,2000997,0.10748887062072754
========================,========================,========================,========================,========================,========================,========================
Insertion,1000,shannon,4,Non important,0.7,999,1998,0.00024366378784179688
========================,========================,========================,========================,========================,========================,========================
Heap,1000,shannon,4,Non important,0.7,3392,14538,0.0021293163299560547
========================,========================,========================,========================,========================,========================,========================
Bucket,1000,shannon,4,Non important,0.7,381843,3000,0.0008490085601806641
========================,========================,========================,========================,========================,========================,========================
Bubble,1000,shannon,4,Non important,0.9,499500,1146544,0.07209205627441406
========================,========================,========================,========================,========================,========================,========================
Quick,1000,shannon,4,Non important,0.9,499500,2000997,0.10865211486816406
========================,========================,========================,========================,========================,========================,========================
Insertion,1000,shannon,4,Non important,0.9,999,1998,0.00024199485778808594
========================,========================,========================,========================,========================,========================,========================
Heap,1000,shannon,4,Non important,0.9,1604,7960,0.0015780925750732422
========================,========================,========================,========================,========================,========================,========================
Bucket,1000,shannon,4,Non important,0.9,351917,3000,0.0007851123809814453
========================,========================,========================,========================,========================,========================,========================
Bubble,1000,shannon,4,Non important,1.0,499500,1231718,0.07800054550170898
========================,========================,========================,========================,========================,========================,========================
Quick,1000,shannon,4,Non important,1.0,499500,2000997,0.1050865650177002
========================,========================,========================,========================,========================,========================,========================
Insertion,1000,shannon,4,Non important,1.0,999,1998,0.0003666877746582031
========================,========================,========================,========================,========================,========================,========================
Heap,1000,shannon,4,Non important,1.0,3895,17378,0.002507925033569336
========================,========================,========================,========================,========================,========================,========================
Bucket,1000,shannon,4,Non important,1.0,267267,3000,0.0008549690246582031
========================,========================,========================,========================,========================,========================,========================
Bubble,1000,shannon,4,Non important,1.2,499500,1249532,0.07806110382080078
========================,========================,========================,========================,========================,========================,========================
Quick,1000,shannon,4,Non important,1.2,499500,2000997,0.10451579093933105
========================,========================,========================,========================,========================,========================,========================
Insertion,1000,shannon,4,Non important,1.2,999,1998,0.00022602081298828125
========================,========================,========================,========================,========================,========================,========================
Heap,1000,shannon,4,Non important,1.2,4193,17824,0.0024094581604003906
========================,========================,========================,========================,========================,========================,========================
Bucket,1000,shannon,4,Non important,1.2,247901,3000,0.0009045600891113281
========================,========================,========================,========================,========================,========================,========================
Bubble,1000,shannon,4,Non important,1.4,499500,1302438,0.08145689964294434
========================,========================,========================,========================,========================,========================,========================
Quick,1000,shannon,4,Non important,1.4,499500,2000997,0.10525655746459961
========================,========================,========================,========================,========================,========================,========================
Insertion,1000,shannon,4,Non important,1.4,999,1998,0.0003197193145751953
========================,========================,========================,========================,========================,========================,========================
Heap,1000,shannon,4,Non important,1.4,4749,19722,0.0025403499603271484
========================,========================,========================,========================,========================,========================,========================
Bucket,1000,shannon,4,Non important,1.4,202123,3000,0.0007739067077636719
========================,========================,========================,========================,========================,========================,========================
Bubble,1000,shannon,4,Non important,1.5,499500,1283186,0.08035469055175781
========================,========================,========================,========================,========================,========================,========================
Quick,1000,shannon,4,Non important,1.5,499500,2000997,0.1058347225189209
========================,========================,========================,========================,========================,========================,========================
Insertion,1000,shannon,4,Non important,1.5,999,1998,0.0003604888916015625
========================,========================,========================,========================,========================,========================,========================
Heap,1000,shannon,4,Non important,1.5,6683,26842,0.003146648406982422
========================,========================,========================,========================,========================,========================,========================
Bucket,1000,shannon,4,Non important,1.5,210463,3000,0.0008428096771240234
========================,========================,========================,========================,========================,========================,========================
Bubble,1000,shannon,4,Non important,1.7,499500,1343478,0.08507895469665527
========================,========================,========================,========================,========================,========================,========================
Quick,1000,shannon,4,Non important,1.7,499500,2000997,0.10826611518859863
========================,========================,========================,========================,========================,========================,========================
Insertion,1000,shannon,4,Non important,1.7,999,1998,0.000244140625
========================,========================,========================,========================,========================,========================,========================
Heap,1000,shannon,4,Non important,1.7,7932,30602,0.0037581920623779297
========================,========================,========================,========================,========================,========================,========================
Bucket,1000,shannon,4,Non important,1.7,164865,3000,0.0008108615875244141
========================,========================,========================,========================,========================,========================,========================
Bubble,1000,shannon,4,Non important,1.9,499500,1338870,0.08419919013977051
========================,========================,========================,========================,========================,========================,========================
Quick,1000,shannon,4,Non important,1.9,499500,2000997,0.10669612884521484
========================,========================,========================,========================,========================,========================,========================
Insertion,1000,shannon,4,Non important,1.9,999,1998,0.00022935867309570312
========================,========================,========================,========================,========================,========================,========================
Heap,1000,shannon,4,Non important,1.9,7480,28912,0.0035398006439208984
========================,========================,========================,========================,========================,========================,========================
Bucket,1000,shannon,4,Non important,1.9,144523,3000,0.0007870197296142578
========================,========================,========================,========================,========================,========================,========================
Bubble,100,-n,taux,0.5,Non important,4950,13234,0.0007925033569335938
========================,========================,========================,========================,========================,========================,========================
Quick,100,-n,taux,0.5,Non important,4950,20097,0.0010905265808105469
========================,========================,========================,========================,========================,========================,========================
Insertion,100,-n,taux,0.5,Non important,99,198,2.6702880859375e-05
========================,========================,========================,========================,========================,========================,========================
Heap,100,-n,taux,0.5,Non important,767,2812,0.0003266334533691406
========================,========================,========================,========================,========================,========================,========================
Bucket,100,-n,taux,0.5,Non important,55,300,7.891654968261719e-05
========================,========================,========================,========================,========================,========================,========================
Bubble,200,-n,taux,0.5,Non important,19900,50968,0.0031485557556152344
========================,========================,========================,========================,========================,========================,========================
Quick,200,-n,taux,0.5,Non important,19900,80197,0.004025936126708984
========================,========================,========================,========================,========================,========================,========================
Insertion,200,-n,taux,0.5,Non important,199,398,9.107589721679688e-05
========================,========================,========================,========================,========================,========================,========================
Heap,200,-n,taux,0.5,Non important,1832,6606,0.0008261203765869141
========================,========================,========================,========================,========================,========================,========================
Bucket,200,-n,taux,0.5,Non important,107,600,0.001010894775390625
========================,========================,========================,========================,========================,========================,========================
Bubble,300,-n,taux,0.5,Non important,44850,113526,0.0063207149505615234
========================,========================,========================,========================,========================,========================,========================
Quick,300,-n,taux,0.5,Non important,44850,180297,0.008976459503173828
========================,========================,========================,========================,========================,========================,========================
Insertion,300,-n,taux,0.5,Non important,299,598,0.00011444091796875
========================,========================,========================,========================,========================,========================,========================
Heap,300,-n,taux,0.5,Non important,3023,10808,0.0011658668518066406
========================,========================,========================,========================,========================,========================,========================
Bucket,300,-n,taux,0.5,Non important,152,900,0.0009894371032714844
========================,========================,========================,========================,========================,========================,========================
Bubble,400,-n,taux,0.5,Non important,79800,201176,0.011599540710449219
========================,========================,========================,========================,========================,========================,========================
Quick,400,-n,taux,0.5,Non important,79800,320397,0.01703667640686035
========================,========================,========================,========================,========================,========================,========================
Insertion,400,-n,taux,0.5,Non important,399,798,8.988380432128906e-05
========================,========================,========================,========================,========================,========================,========================
Heap,400,-n,taux,0.5,Non important,4297,15312,0.0015540122985839844
========================,========================,========================,========================,========================,========================,========================
Bucket,400,-n,taux,0.5,Non important,192,1200,0.0004029273986816406
========================,========================,========================,========================,========================,========================,========================
Bubble,500,-n,taux,0.5,Non important,124750,328364,0.020933866500854492
========================,========================,========================,========================,========================,========================,========================
Quick,500,-n,taux,0.5,Non important,124750,500497,0.026732921600341797
========================,========================,========================,========================,========================,========================,========================
Insertion,500,-n,taux,0.5,Non important,499,998,0.00017070770263671875
========================,========================,========================,========================,========================,========================,========================
Heap,500,-n,taux,0.5,Non important,5646,19952,0.0021674633026123047
========================,========================,========================,========================,========================,========================,========================
Bucket,500,-n,taux,0.5,Non important,234,1500,0.00034928321838378906
========================,========================,========================,========================,========================,========================,========================
Bubble,600,-n,taux,0.5,Non important,179700,458286,0.028462648391723633
========================,========================,========================,========================,========================,========================,========================
